id_caja,id_producto,peso,descripcion
1,3207,1.6,Sin descripcion
3,2349,7.7,Sin descripcion
2,2579,5.6,Sin descripcion
2,111,3.5,Sin descripcion
1,651,5.9,Sin descripcion
1,581,10.9,Sin descripcion
1,2990,3.4,Sin descripcion
2,99,10.7,Fragil
1,3472,5.5,Sin descripcion
1,2111,8.8,Sin descripcion
1,1788,2.2,Sin descripcion
4,1003,4.3,Sin descripcion
1,2137,3.7,Sin descripcion
2,2246,3.0,Sin descripcion
1,1091,3.9,Sin descripcion
1,2002,2.9,Fragil
1,458,4.8,Fragil
1,3078,3.0,Sin descripcion
3,2536,1.9,Fragil
4,2558,7.7,Fragil
2,171,1.0,Fragil
1,551,7.9,Fragil
2,1919,8.7,Fragil
2,1428,8.4,Sin descripcion
2,237,5.0,Fragil
1,1434,1.8,Sin descripcion
1,2276,6.4,Fragil
4,1726,2.6,Fragil
1,1699,2.0,Fragil
2,3489,1.3,Sin descripcion
2,2994,7.7,Sin descripcion
3,765,10.1,Sin descripcion
1,3059,5.2,Fragil
4,2299,1.7,Sin descripcion
1,2133,8.1,Sin descripcion
4,3235,7.7,Sin descripcion
2,3502,4.7,Sin descripcion
2,2644,3.8,Sin descripcion
1,1540,1.4,Sin descripcion
1,2232,10.0,Sin descripcion
1,763,5.3,Sin descripcion
3,1886,5.1,Fragil
2,2127,8.7,Sin descripcion
2,1684,3.1,Sin descripcion
1,1208,10.0,Sin descripcion
2,1446,3.3,Fragil
2,2060,3.7,Fragil
4,2641,7.0,Sin descripcion
1,164,6.6,Sin descripcion
2,2284,4.9,Fragil
2,569,2.8,Fragil
1,2638,9.5,Fragil
1,2618,8.4,Sin descripcion
2,806,7.5,Sin descripcion
1,1052,9.1,Sin descripcion
3,1410,8.8,Fragil
2,523,4.5,Fragil
3,803,5.1,Fragil
3,250,6.6,Fragil
1,695,9.9,Fragil
1,589,4.3,Sin descripcion
1,3434,1.0,Fragil
1,1007,3.4,Fragil
1,2174,7.9,Sin descripcion
2,2483,4.9,Sin descripcion
2,664,3.6,Sin descripcion
3,1297,10.7,Fragil
1,372,6.1,Sin descripcion
1,2223,1.2,Sin descripcion
2,1979,8.0,Fragil
3,703,6.2,Fragil
1,1435,5.9,Fragil
2,2253,10.2,Fragil
4,1997,3.5,Fragil
1,2144,9.4,Sin descripcion
2,2179,6.2,Fragil
3,2986,1.7,Fragil
4,1597,1.2,Sin descripcion
1,859,10.3,Fragil
1,2840,7.2,Fragil
2,2217,1.3,Sin descripcion
3,3149,4.8,Sin descripcion
2,491,10.1,Sin descripcion
1,3137,1.8,Fragil
1,333,4.0,Fragil
1,2341,5.6,Fragil
2,1073,1.8,Sin descripcion
4,2134,10.3,Sin descripcion
2,1676,4.4,Sin descripcion
1,1716,10.7,Sin descripcion
1,144,10.0,Fragil
4,448,10.6,Sin descripcion
1,2711,1.7,Fragil
1,1566,4.0,Sin descripcion
3,702,3.8,Sin descripcion
3,705,4.9,Fragil
4,2918,5.4,Sin descripcion
2,3677,2.3,Fragil
3,2885,10.6,Sin descripcion
2,3465,4.4,Fragil
4,3087,8.3,Sin descripcion
3,895,2.5,Sin descripcion
3,934,3.2,Sin descripcion
1,1132,10.4,Fragil
1,389,10.6,Sin descripcion
1,3224,8.7,Sin descripcion
3,3623,5.5,Sin descripcion
3,1206,6.6,Fragil
1,2624,3.0,Fragil
2,2817,10.1,Sin descripcion
1,1383,1.6,Fragil
2,1125,2.2,Fragil
2,764,7.4,Sin descripcion
2,3682,5.8,Sin descripcion
2,2137,3.9,Sin descripcion
3,567,3.5,Sin descripcion
1,44,6.6,Sin descripcion
2,1585,3.6,Sin descripcion
1,1200,9.4,Sin descripcion
3,1721,3.5,Fragil
3,1274,5.1,Fragil
1,2833,9.5,Sin descripcion
2,1211,5.8,Fragil
1,517,4.4,Fragil
3,2003,7.5,Sin descripcion
3,3452,4.7,Sin descripcion
2,837,6.7,Sin descripcion
3,949,6.7,Fragil
1,3024,1.2,Fragil
4,367,10.8,Fragil
2,2500,9.3,Sin descripcion
1,1134,7.3,Fragil
4,3004,5.8,Sin descripcion
2,1509,3.7,Sin descripcion
3,247,3.0,Fragil
1,2730,7.3,Sin descripcion
1,1864,5.4,Fragil
2,3589,6.8,Fragil
1,1671,6.3,Sin descripcion
2,3158,2.7,Fragil
3,1854,1.8,Sin descripcion
2,785,5.7,Sin descripcion
1,1466,7.8,Fragil
3,2836,10.6,Fragil
2,844,1.9,Sin descripcion
2,3239,2.9,Sin descripcion
2,2587,10.7,Fragil
2,1688,10.8,Sin descripcion
1,356,8.7,Fragil
2,272,1.0,Sin descripcion
1,2895,8.1,Sin descripcion
1,3508,1.0,Fragil
1,3712,8.7,Sin descripcion
1,2241,9.8,Sin descripcion
1,1998,3.3,Sin descripcion
1,3638,3.8,Sin descripcion
1,667,8.7,Fragil
3,2219,3.1,Sin descripcion
2,3217,3.1,Sin descripcion
1,1455,1.1,Sin descripcion
1,2375,7.2,Fragil
2,3391,6.8,Fragil
4,3030,8.9,Sin descripcion
1,1723,10.4,Sin descripcion
3,225,5.5,Sin descripcion
2,1086,7.8,Sin descripcion
2,1283,1.3,Sin descripcion
1,2470,9.4,Fragil
4,661,2.3,Fragil
1,2573,9.8,Fragil
4,2321,6.7,Sin descripcion
1,727,5.3,Fragil
3,1713,2.0,Sin descripcion
2,3043,4.4,Fragil
2,2821,1.4,Sin descripcion
1,1084,8.7,Fragil
1,605,6.7,Fragil
2,2068,6.9,Fragil
1,2399,7.0,Fragil
1,867,7.7,Fragil
1,3474,1.0,Fragil
2,983,6.0,Fragil
2,1847,1.7,Fragil
3,1537,5.1,Sin descripcion
1,116,1.4,Fragil
4,2106,8.1,Sin descripcion
1,2417,7.6,Sin descripcion
2,1679,1.0,Sin descripcion
4,3413,1.0,Sin descripcion
1,1905,3.8,Sin descripcion
1,850,7.7,Fragil
1,1187,7.6,Sin descripcion
3,3355,9.4,Fragil
2,1809,4.2,Sin descripcion
1,1196,2.5,Sin descripcion
2,1078,4.5,Fragil
1,681,7.0,Sin descripcion
1,1695,1.9,Sin descripcion
3,2129,8.9,Sin descripcion
3,1400,10.2,Fragil
1,395,7.5,Sin descripcion
3,2260,1.5,Sin descripcion
1,615,10.8,Fragil
2,789,1.1,Fragil
1,539,1.7,Fragil
2,3121,2.5,Fragil
1,2597,5.1,Sin descripcion
1,2435,2.4,Fragil
3,273,7.4,Sin descripcion
1,2565,8.4,Sin descripcion
2,1423,10.9,Sin descripcion
3,1650,9.7,Sin descripcion
4,1191,2.7,Fragil
2,2026,2.3,Sin descripcion
1,466,8.9,Fragil
1,1827,4.7,Sin descripcion
4,2506,1.6,Fragil
2,2405,9.1,Sin descripcion
1,1694,4.5,Fragil
3,2485,8.8,Sin descripcion
3,3020,2.2,Sin descripcion
1,656,5.6,Sin descripcion
2,1342,7.9,Fragil
3,134,8.3,Fragil
1,3080,5.8,Sin descripcion
1,2066,4.4,Fragil
1,759,10.2,Sin descripcion
1,2987,4.9,Fragil
1,983,6.3,Sin descripcion
4,2528,5.1,Sin descripcion
1,479,2.1,Fragil
2,1984,2.8,Fragil
1,944,7.5,Sin descripcion
3,3396,3.2,Fragil
3,3257,1.4,Sin descripcion
1,309,10.2,Sin descripcion
3,1905,3.7,Fragil
1,3581,4.3,Sin descripcion
3,1805,5.8,Sin descripcion
2,1299,4.6,Fragil
1,1543,2.5,Sin descripcion
1,3222,7.3,Fragil
1,550,9.1,Fragil
2,2691,4.9,Sin descripcion
1,1802,3.8,Sin descripcion
1,1272,7.4,Sin descripcion
1,2944,1.7,Fragil
2,1494,10.4,Fragil
4,995,1.9,Sin descripcion
1,788,6.1,Fragil
2,516,1.3,Sin descripcion
2,1518,10.3,Sin descripcion
3,2895,6.5,Fragil
1,1636,5.5,Fragil
1,1702,4.9,Sin descripcion
2,636,1.2,Sin descripcion
1,800,10.4,Fragil
1,3569,3.6,Sin descripcion
1,2056,7.0,Fragil
3,378,10.6,Fragil
1,2510,2.6,Sin descripcion
1,3104,8.3,Fragil
2,2192,9.2,Sin descripcion
2,2531,4.1,Fragil
1,2471,10.7,Sin descripcion
2,1998,1.6,Fragil
2,735,7.8,Sin descripcion
4,1474,6.1,Fragil
1,1217,9.4,Fragil
3,1423,3.9,Fragil
3,3679,2.5,Fragil
4,2007,7.7,Fragil
3,3080,3.8,Fragil
1,362,2.3,Sin descripcion
1,1577,6.0,Fragil
1,1090,8.7,Sin descripcion
1,220,2.1,Sin descripcion
4,208,6.6,Fragil
1,1295,1.1,Fragil
1,3333,2.0,Sin descripcion
2,1537,9.8,Fragil
3,468,5.2,Sin descripcion
1,3551,5.7,Fragil
1,3006,4.9,Fragil
1,286,3.3,Fragil
3,1421,8.3,Sin descripcion
1,3336,4.5,Fragil
2,3144,3.9,Fragil
3,2526,7.6,Sin descripcion
1,3625,10.2,Sin descripcion
2,3372,10.6,Sin descripcion
3,2174,9.7,Sin descripcion
2,3310,3.0,Fragil
1,1605,1.4,Sin descripcion
2,3518,2.6,Sin descripcion
1,3456,8.1,Sin descripcion
2,1255,4.5,Sin descripcion
1,3057,3.9,Fragil
1,73,5.7,Sin descripcion
1,403,5.3,Fragil
1,1806,6.1,Sin descripcion
1,55,1.0,Fragil
3,3342,10.3,Sin descripcion
4,499,6.3,Sin descripcion
2,31,8.1,Fragil
2,1353,4.1,Sin descripcion
1,1549,5.8,Sin descripcion
1,1880,1.2,Fragil
2,167,1.4,Fragil
1,1205,5.5,Fragil
2,3164,8.2,Fragil
2,2991,6.4,Sin descripcion
1,3461,1.8,Fragil
2,2771,9.9,Sin descripcion
1,2429,3.7,Fragil
2,248,2.1,Fragil
3,1794,5.5,Sin descripcion
3,890,2.6,Fragil
2,3307,1.4,Fragil
1,3138,7.2,Sin descripcion
2,2035,9.5,Sin descripcion
1,3216,10.9,Fragil
1,2206,7.4,Fragil
1,3399,6.8,Fragil
3,109,10.9,Sin descripcion
1,743,7.2,Sin descripcion
1,1705,4.8,Fragil
1,549,1.9,Sin descripcion
3,1998,9.4,Sin descripcion
3,472,3.9,Sin descripcion
4,1967,8.2,Sin descripcion
4,505,2.4,Sin descripcion
4,682,4.5,Sin descripcion
1,2874,4.7,Fragil
2,141,10.2,Sin descripcion
3,2977,2.9,Sin descripcion
2,3658,10.8,Fragil
4,1256,8.7,Sin descripcion
2,987,10.5,Sin descripcion
1,1436,5.7,Sin descripcion
1,669,2.3,Sin descripcion
3,223,9.0,Fragil
2,3374,10.9,Fragil
4,2830,6.1,Fragil
2,2274,4.6,Fragil
1,24,6.7,Fragil
2,1132,3.3,Fragil
3,3456,2.5,Sin descripcion
1,1712,1.9,Fragil
1,331,3.6,Fragil
2,2196,7.8,Sin descripcion
3,1014,4.5,Fragil
1,495,7.3,Fragil
1,3225,1.6,Fragil
3,5,9.4,Sin descripcion
3,3500,1.1,Sin descripcion
2,1027,4.2,Sin descripcion
1,1505,9.3,Sin descripcion
2,661,1.8,Fragil
3,1156,4.2,Sin descripcion
3,953,9.5,Fragil
2,854,7.4,Fragil
1,1658,4.5,Fragil
3,2334,7.3,Fragil
1,972,8.2,Sin descripcion
1,1106,4.2,Fragil
4,329,4.0,Fragil
1,925,3.9,Sin descripcion
3,3517,7.5,Sin descripcion
2,2334,2.1,Fragil
3,1679,8.9,Fragil
3,559,1.5,Sin descripcion
1,3348,10.5,Sin descripcion
3,1468,4.1,Fragil
1,636,4.1,Fragil
3,3532,9.7,Fragil
1,41,9.8,Fragil
1,3589,7.0,Fragil
4,1062,1.5,Sin descripcion
2,1875,8.2,Fragil
1,2900,5.9,Sin descripcion
2,1076,9.5,Fragil
2,1604,10.3,Fragil
3,1109,6.2,Sin descripcion
2,3563,2.4,Sin descripcion
1,530,1.7,Sin descripcion
1,1681,10.8,Fragil
1,455,5.5,Fragil
2,230,10.6,Fragil
3,3253,1.2,Fragil
1,475,5.7,Sin descripcion
1,505,6.8,Sin descripcion
4,3679,3.1,Sin descripcion
3,1935,7.2,Fragil
3,1952,2.1,Sin descripcion
1,2198,9.6,Fragil
1,2007,7.3,Fragil
2,2325,10.4,Sin descripcion
3,2979,10.2,Sin descripcion
1,2210,8.8,Fragil
1,1749,4.7,Sin descripcion
1,1274,5.2,Sin descripcion
1,1326,8.0,Fragil
3,2925,10.0,Fragil
1,1753,8.1,Sin descripcion
1,1734,8.4,Fragil
2,1579,9.4,Fragil
3,136,6.5,Sin descripcion
2,773,10.3,Fragil
3,2368,2.1,Sin descripcion
1,1382,5.9,Sin descripcion
1,3157,10.3,Sin descripcion
3,576,9.2,Fragil
1,1618,2.2,Sin descripcion
2,2148,2.8,Fragil
1,1042,8.1,Fragil
3,695,2.5,Fragil
3,1358,4.6,Fragil
2,3370,2.7,Sin descripcion
1,2826,7.0,Sin descripcion
3,1456,1.6,Sin descripcion
1,318,5.5,Sin descripcion
1,2608,3.7,Fragil
1,1404,4.7,Sin descripcion
3,2788,6.9,Sin descripcion
2,2087,2.7,Fragil
1,1387,9.8,Sin descripcion
1,3576,5.3,Fragil
3,390,1.1,Sin descripcion
3,3523,2.6,Sin descripcion
1,89,10.4,Sin descripcion
1,2162,1.2,Sin descripcion
1,3721,9.8,Sin descripcion
2,2660,1.8,Sin descripcion
1,568,5.9,Sin descripcion
1,1855,2.3,Fragil
1,2014,8.9,Fragil
1,2855,2.5,Sin descripcion
3,1556,7.8,Sin descripcion
2,56,7.3,Sin descripcion
2,2085,7.7,Sin descripcion
1,873,6.4,Sin descripcion
1,901,8.4,Sin descripcion
2,1028,2.1,Fragil
2,47,9.1,Fragil
3,3572,2.8,Fragil
2,185,3.0,Fragil
1,1738,5.8,Sin descripcion
1,453,8.9,Sin descripcion
1,2390,2.6,Sin descripcion
2,503,4.7,Sin descripcion
1,3307,8.0,Fragil
4,1809,5.9,Fragil
1,2623,10.4,Fragil
2,1488,4.5,Sin descripcion
1,3178,9.0,Fragil
1,1418,4.5,Sin descripcion
1,2344,3.4,Sin descripcion
1,560,4.0,Fragil
3,624,6.5,Sin descripcion
3,1741,9.7,Fragil
1,1024,10.2,Fragil
1,169,10.8,Fragil
1,620,1.6,Fragil
1,1552,7.4,Sin descripcion
4,2207,5.4,Fragil
1,2307,2.3,Sin descripcion
3,600,3.9,Sin descripcion
4,222,8.6,Fragil
1,1570,8.3,Fragil
4,22,6.3,Sin descripcion
4,1990,7.2,Fragil
1,3446,1.5,Fragil
3,1270,8.6,Sin descripcion
3,2634,10.6,Sin descripcion
1,3700,9.0,Fragil
1,624,1.8,Fragil
2,2825,10.5,Fragil
4,1212,6.8,Sin descripcion
1,3558,5.6,Fragil
1,1176,5.4,Sin descripcion
2,1761,6.4,Fragil
1,1579,2.8,Sin descripcion
1,3453,1.4,Fragil
3,1328,2.9,Sin descripcion
3,2117,1.0,Fragil
1,2422,2.9,Sin descripcion
3,3300,6.2,Fragil
1,3319,7.2,Sin descripcion
1,2556,5.8,Fragil
1,2160,2.7,Fragil
3,2528,9.9,Sin descripcion
1,2486,6.7,Sin descripcion
3,951,6.3,Fragil
2,1639,7.8,Fragil
1,1656,2.2,Fragil
1,1750,7.2,Fragil
4,2158,8.7,Fragil
3,3265,2.0,Fragil
1,962,4.0,Sin descripcion
3,367,3.4,Sin descripcion
1,2742,10.2,Fragil
2,1287,7.4,Fragil
3,113,5.6,Sin descripcion
1,2414,6.5,Fragil
1,1427,3.9,Fragil
2,991,6.5,Fragil
3,2796,7.9,Fragil
1,1263,6.6,Fragil
1,2272,9.1,Sin descripcion
1,2640,9.3,Sin descripcion
1,987,9.0,Fragil
4,2754,4.4,Sin descripcion
1,914,7.0,Fragil
2,1834,4.2,Sin descripcion
1,2620,8.7,Sin descripcion
4,941,6.7,Sin descripcion
2,1015,4.0,Sin descripcion
2,191,3.6,Fragil
4,1627,6.7,Fragil
3,253,7.0,Fragil
1,1408,10.7,Fragil
1,280,3.2,Fragil
2,1059,4.1,Sin descripcion
2,2511,6.6,Fragil
2,817,5.5,Fragil
2,626,2.2,Fragil
3,2862,7.7,Fragil
4,1457,1.3,Sin descripcion
3,2784,4.1,Sin descripcion
1,1211,7.5,Fragil
3,1933,4.0,Fragil
3,1467,5.5,Sin descripcion
4,965,5.1,Sin descripcion
1,3543,7.4,Fragil
3,3216,2.1,Fragil
3,2655,6.0,Sin descripcion
1,789,9.5,Fragil
4,1531,1.5,Fragil
4,1632,9.7,Fragil
1,2038,10.9,Fragil
1,6,2.9,Fragil
1,1754,9.2,Fragil
3,2633,8.9,Fragil
1,1805,6.8,Sin descripcion
1,698,7.9,Sin descripcion
2,585,5.1,Sin descripcion
2,3302,4.3,Sin descripcion
1,2412,1.7,Fragil
2,382,6.8,Sin descripcion
3,3341,1.4,Sin descripcion
2,3550,7.8,Sin descripcion
2,1932,3.9,Sin descripcion
4,3013,7.0,Sin descripcion
2,1047,4.3,Sin descripcion
2,2921,3.4,Sin descripcion
4,2341,7.2,Sin descripcion
2,2501,10.1,Fragil
2,1592,6.1,Sin descripcion
2,1184,7.9,Sin descripcion
2,282,8.3,Fragil
4,2930,8.1,Sin descripcion
1,2600,9.4,Sin descripcion
3,643,9.6,Sin descripcion
3,2502,3.7,Fragil
1,2611,7.1,Fragil
2,1710,1.7,Fragil
2,1933,2.9,Fragil
4,2546,8.4,Sin descripcion
1,2431,9.1,Sin descripcion
1,383,10.5,Sin descripcion
3,2412,10.0,Fragil
2,1861,8.8,Sin descripcion
1,170,3.3,Sin descripcion
1,1385,7.0,Fragil
2,3127,1.8,Fragil
2,343,1.8,Fragil
1,661,3.5,Sin descripcion
2,2564,10.6,Sin descripcion
4,1255,5.7,Sin descripcion
3,2578,10.9,Fragil
2,1005,8.4,Fragil
1,3308,8.7,Fragil
4,2010,6.6,Fragil
1,3662,3.5,Fragil
2,2110,7.3,Sin descripcion
4,1935,9.1,Fragil
2,2498,7.1,Sin descripcion
3,1980,1.3,Sin descripcion
4,2849,10.6,Fragil
3,1811,8.5,Fragil
1,1544,10.8,Fragil
1,2003,7.1,Fragil
3,2969,8.7,Sin descripcion
1,478,9.4,Fragil
1,2780,3.2,Sin descripcion
1,1047,7.4,Fragil
4,1704,3.6,Fragil
1,2812,9.9,Sin descripcion
2,831,7.4,Fragil
4,1382,8.2,Sin descripcion
2,3109,5.0,Sin descripcion
2,2014,3.5,Sin descripcion
3,3348,9.4,Fragil
2,2823,10.0,Fragil
1,1626,6.8,Fragil
1,773,3.4,Sin descripcion
1,2251,4.0,Fragil
2,2407,4.5,Fragil
1,1807,7.2,Fragil
1,2691,2.0,Fragil
3,2399,9.7,Sin descripcion
2,36,3.4,Fragil
1,1067,8.5,Fragil
1,1230,8.8,Sin descripcion
1,844,6.7,Sin descripcion
2,93,8.3,Sin descripcion
4,737,10.3,Fragil
1,2157,10.2,Sin descripcion
4,1770,2.5,Sin descripcion
1,3200,10.7,Sin descripcion
1,292,9.2,Sin descripcion
1,2699,5.7,Fragil
1,540,3.4,Fragil
3,2294,6.8,Sin descripcion
2,3463,6.7,Sin descripcion
3,3117,2.6,Sin descripcion
1,709,6.4,Sin descripcion
3,1248,4.7,Fragil
2,1737,2.0,Sin descripcion
2,906,6.2,Fragil
1,3682,9.6,Sin descripcion
1,2916,4.7,Fragil
3,2108,5.2,Fragil
1,1755,1.1,Sin descripcion
1,3647,9.0,Fragil
2,1801,7.3,Sin descripcion
3,2719,8.2,Sin descripcion
2,1837,8.7,Sin descripcion
3,534,8.2,Fragil
1,157,7.0,Fragil
1,600,8.9,Sin descripcion
1,984,1.7,Sin descripcion
1,1369,7.8,Fragil
1,978,2.2,Sin descripcion
1,3373,3.2,Sin descripcion
4,1153,2.8,Fragil
4,1870,8.2,Sin descripcion
2,1382,2.4,Fragil
2,872,5.8,Sin descripcion
1,635,3.3,Fragil
4,257,10.5,Fragil
1,307,10.4,Sin descripcion
1,2087,7.2,Sin descripcion
4,1051,6.1,Fragil
2,461,3.8,Fragil
2,1483,10.1,Sin descripcion
1,1870,6.3,Fragil
1,1790,9.9,Sin descripcion
1,1310,2.8,Sin descripcion
3,1673,2.8,Sin descripcion
1,1594,4.5,Fragil
4,2547,9.1,Sin descripcion
2,1065,9.1,Fragil
1,2192,4.0,Fragil
1,2122,8.1,Fragil
2,1130,1.0,Fragil
1,1645,10.0,Sin descripcion
2,772,9.7,Sin descripcion
1,3094,7.2,Sin descripcion
3,1913,1.2,Fragil
4,3649,4.9,Fragil
2,3424,1.2,Fragil
2,2534,6.5,Sin descripcion
4,1327,6.9,Fragil
1,1718,8.7,Fragil
3,598,1.8,Sin descripcion
3,2450,10.8,Fragil
1,1874,7.8,Fragil
2,3213,2.9,Sin descripcion
2,1294,9.7,Sin descripcion
2,2344,9.3,Sin descripcion
1,398,6.3,Sin descripcion
1,2791,8.5,Fragil
3,887,3.7,Fragil
3,569,1.1,Fragil
2,786,5.2,Fragil
3,1701,3.2,Sin descripcion
3,1377,6.8,Sin descripcion
1,1105,4.3,Sin descripcion
2,1959,9.0,Fragil
1,2011,4.0,Sin descripcion
1,1800,2.9,Sin descripcion
4,2295,10.4,Sin descripcion
2,2399,7.1,Fragil
4,946,10.6,Fragil
2,246,7.9,Sin descripcion
1,2397,5.6,Sin descripcion
2,3235,3.1,Sin descripcion
1,2966,2.1,Sin descripcion
2,245,4.1,Fragil
2,2146,1.4,Fragil
2,3149,9.5,Fragil
1,933,3.8,Sin descripcion
3,1531,10.3,Sin descripcion
1,886,6.8,Fragil
2,1634,10.7,Fragil
2,856,1.0,Fragil
3,1559,1.1,Fragil
3,3051,1.2,Sin descripcion
2,3491,6.5,Sin descripcion
1,2059,6.4,Fragil
3,785,8.4,Sin descripcion
2,953,2.0,Sin descripcion
2,2315,1.6,Fragil
1,2409,5.2,Fragil
2,76,2.4,Fragil
2,1032,3.0,Fragil
3,2716,7.8,Sin descripcion
1,3182,5.8,Sin descripcion
1,562,10.8,Sin descripcion
3,2038,4.9,Sin descripcion
1,3714,10.0,Sin descripcion
2,1374,5.0,Fragil
2,3175,2.1,Fragil
1,3252,8.1,Sin descripcion
2,1821,1.6,Sin descripcion
2,2550,4.4,Fragil
3,2568,6.8,Fragil
4,27,10.1,Sin descripcion
1,2015,2.3,Sin descripcion
2,2081,4.4,Fragil
2,3344,5.1,Fragil
4,1666,7.7,Sin descripcion
1,288,3.6,Sin descripcion
2,2230,9.0,Sin descripcion
2,883,1.1,Sin descripcion
1,39,8.3,Sin descripcion
2,2215,5.5,Sin descripcion
3,3504,3.0,Fragil
1,3497,10.9,Fragil
1,884,8.5,Fragil
1,644,6.8,Sin descripcion
2,2375,10.3,Sin descripcion
3,2747,7.1,Fragil
1,378,6.1,Sin descripcion
3,799,6.3,Sin descripcion
2,589,3.4,Sin descripcion
1,2646,3.5,Sin descripcion
2,2047,10.3,Sin descripcion
3,437,3.2,Fragil
2,494,2.0,Fragil
1,1609,3.6,Fragil
3,1878,9.3,Sin descripcion
1,3036,1.1,Fragil
1,2733,3.9,Sin descripcion
3,357,9.1,Sin descripcion
2,3136,7.8,Fragil
3,2730,7.1,Fragil
1,3146,2.3,Sin descripcion
2,1570,5.7,Fragil
2,2004,5.7,Fragil
1,2067,9.6,Sin descripcion
2,2640,3.1,Sin descripcion
1,1739,9.6,Sin descripcion
1,1209,10.6,Sin descripcion
3,1881,5.2,Sin descripcion
3,2991,5.2,Fragil
2,829,6.9,Sin descripcion
2,480,9.1,Sin descripcion
2,944,10.2,Sin descripcion
2,12,2.6,Fragil
2,1826,3.2,Sin descripcion
3,1209,8.2,Sin descripcion
1,3099,1.2,Fragil
1,2345,9.1,Fragil
2,71,1.6,Sin descripcion
1,822,2.8,Fragil
2,3134,1.2,Fragil
1,2992,7.4,Fragil
1,443,8.0,Sin descripcion
2,2923,1.5,Sin descripcion
1,1582,6.8,Sin descripcion
2,1836,9.7,Sin descripcion
2,2354,4.0,Sin descripcion
3,3565,2.5,Fragil
1,3390,6.0,Fragil
2,2180,3.9,Fragil
1,2364,6.8,Fragil
2,3092,9.6,Sin descripcion
2,755,6.6,Fragil
2,594,5.0,Sin descripcion
2,1412,2.7,Fragil
2,3094,4.1,Sin descripcion
4,1416,3.5,Sin descripcion
2,1508,7.4,Sin descripcion
1,1602,7.8,Fragil
1,1299,5.1,Sin descripcion
2,875,6.5,Sin descripcion
1,2648,6.2,Sin descripcion
1,2726,9.9,Fragil
2,2637,2.4,Sin descripcion
2,3415,10.6,Sin descripcion
1,258,10.6,Fragil
1,3244,7.5,Sin descripcion
4,2246,3.3,Fragil
1,2389,10.9,Sin descripcion
2,2563,2.1,Fragil
2,838,3.1,Fragil
3,3367,5.3,Sin descripcion
4,3163,3.2,Sin descripcion
1,59,4.6,Sin descripcion
2,180,4.5,Fragil
2,3334,7.2,Sin descripcion
1,3072,2.9,Fragil
1,392,9.4,Sin descripcion
3,3639,1.2,Fragil
3,1754,9.4,Sin descripcion
1,3669,5.6,Fragil
2,3499,5.7,Fragil
1,2520,5.3,Fragil
1,3190,7.3,Fragil
1,2026,6.7,Sin descripcion
1,2657,8.9,Fragil
3,810,3.0,Fragil
4,1890,10.2,Fragil
2,1141,6.3,Fragil
1,56,3.9,Sin descripcion
3,277,2.8,Sin descripcion
3,756,6.1,Fragil
2,2583,1.7,Fragil
1,846,5.8,Sin descripcion
1,2340,1.2,Fragil
1,1218,8.5,Sin descripcion
2,899,10.4,Fragil
1,2825,2.1,Sin descripcion
1,2975,1.3,Sin descripcion
1,1796,4.1,Fragil
3,849,8.7,Fragil
1,1212,2.6,Sin descripcion
2,1175,7.6,Sin descripcion
2,605,3.0,Fragil
3,2259,5.8,Sin descripcion
2,3423,5.3,Fragil
1,2283,10.7,Fragil
1,1801,8.0,Fragil
3,2359,1.4,Sin descripcion
3,3146,9.5,Fragil
1,1127,7.8,Sin descripcion
1,516,8.5,Fragil
2,190,9.6,Fragil
3,1395,1.3,Sin descripcion
1,3124,6.9,Fragil
2,324,3.8,Fragil
2,2265,3.7,Sin descripcion
1,2574,9.0,Fragil
4,2520,5.8,Fragil
4,569,1.6,Sin descripcion
1,1269,7.0,Sin descripcion
2,737,2.2,Sin descripcion
3,1208,6.1,Sin descripcion
2,2951,1.4,Sin descripcion
4,664,4.8,Fragil
1,2500,1.9,Fragil
2,701,10.4,Fragil
2,2145,4.2,Fragil
2,2728,10.8,Sin descripcion
1,570,1.2,Sin descripcion
2,539,5.9,Sin descripcion
3,1564,3.7,Fragil
3,3520,4.5,Sin descripcion
2,547,7.3,Sin descripcion
4,2519,10.7,Fragil
2,2538,8.4,Fragil
2,512,2.2,Sin descripcion
1,1010,8.9,Sin descripcion
2,2409,8.5,Sin descripcion
1,2200,8.0,Fragil
1,1329,5.0,Sin descripcion
1,3070,10.9,Sin descripcion
1,2319,4.6,Fragil
3,775,1.0,Fragil
1,979,2.5,Sin descripcion
3,2637,6.3,Fragil
1,1461,5.6,Fragil
1,2178,1.8,Sin descripcion
3,614,8.6,Sin descripcion
2,588,10.3,Fragil
3,1533,6.2,Fragil
2,106,3.2,Sin descripcion
2,1590,9.2,Fragil
3,1220,2.5,Sin descripcion
2,2841,7.9,Fragil
1,1586,9.5,Sin descripcion
1,1192,9.2,Fragil
3,3373,4.9,Fragil
2,1223,5.8,Sin descripcion
3,2134,5.9,Sin descripcion
2,1480,8.9,Sin descripcion
3,2566,5.7,Fragil
2,310,9.4,Fragil
1,2304,6.1,Fragil
2,1145,10.3,Fragil
2,3684,10.7,Fragil
1,586,4.2,Sin descripcion
1,1153,2.5,Fragil
3,2254,7.2,Fragil
2,1237,3.7,Sin descripcion
2,3014,4.6,Sin descripcion
1,209,3.0,Fragil
2,1182,10.5,Sin descripcion
2,2594,6.2,Sin descripcion
2,3347,8.5,Sin descripcion
2,3207,4.2,Fragil
1,3518,5.0,Fragil
